Stock Code,Name of Listed Company,Listed Company's Website Address
493,GOME Electrical Appliances Holding Limited,http://www.gome.com.hk
494,Li & Fung Limited,http://www.lifung.com
495,Paladin Limited,http://www.paladinlimited.com
496,Kasen International Holdings Limited,http://www.irasia.com/listco/hk/kasen/index.htm
497,CSI Properties Limited,http://www.csigroup.hk/
498,PYI Corporation Limited,http://www.pyicorp.com
499,Hycomm Wireless Limited,http://www.hycomm-wireless.com
500,DVN (Holdings) Limited,http://www.irasia.com/listco/hk/dvn
502,Pan Sino International Holding Limited,http://www.tricor.com.hk/webservice/000502/index_en.asp
503,Lansen Pharmaceutical Holdings Limited,http://www.lansen.com.cn
505,Xingye Copper International Group Limited,http://www.xingyecopper.com
506,China Foods Limited,http://www.chinafoodsltd.com
508,Chevalier Pacific Holdings Limited,http://www.chevalier.com
509,Century Sunshine Group Holdings Limited,http://www.centurysunshine.com.hk
510,CASH Financial Services Group Limited,http://www.cashon-line.com
511,Television Broadcasts Limited,http://www.tvb.com
512,China Grand Pharmaceutical and Healthcare Holdings Limited,http://www.chinagrandpharm.com 
513,Continental Holdings Limited,http://www.equitynet.com.hk/hk513
515,TC Interconnect Holdings Limited,http://www.tatchun.com
516,Pyxis Group Limited,http://www.capitalfp.com.hk/eng/index.jsp?co=516
517,COSCO International Holdings Limited,http://www.coscointl.com
518,Tungtex (Holdings) Company Limited,http://www.tungtex.com
519,Applied Development Holdings Limited,http://www.applieddev.com
521,Shougang Concord Technology Holdings Limited,http://www.shougang-tech.com.hk
522,ASM Pacific Technology Limited,http://www.asmpacific.com
524,e-Kong Group Limited,http://www.e-kong.com
525,Guangshen Railway Company Limited,http://www.gsrc.com
526,Lisi Group (Holdings) Limited,http://www.magician.com.hk
527,China Ruifeng Galaxy Renewable Energy Holdings Limited,http://www.galaxycn.com
528,Kingdom Holdings Limited,http://www.kingdom-china.com
529,SiS International Holdings Limited,http://www.sisinternational.com.hk
530,Goldin Financial Holdings Limited,http://www.goldinfinancial.com
531,Samson Holding Ltd,http://www.samsonholding.com
532,Wong's Kong King International (Holdings) Limited,http://www.wkkintl.com
533,Goldlion Holdings Limited,http://www.goldlion.com
535,Frasers Property (China) Limited,http://www.fraserschina.com
536,Tradelink Electronic Commerce Limited,http://www.tradelink.com.hk
538,Ajisen (China) Holdings Limited,http://www.ajisen.com.hk
539,Victory City International Holdings Limited,http://www.victorycity.com.hk
542,Morning Star Resources Limited,http://www.msr.com.hk
543,Pacific Online Limited,http://corp.pconline.com.cn
544,Daido Group Limited,http://www.irasia.com/listco/hk/daido/index.htm
546,Fufeng Group Limited,http://www.fufeng-group.com
547,Sun Innovation Holdings Limited,http://www.suninnovation.com
548,Shenzhen Expressway Company Limited,http://www.sz-expressway.com/
549,"Jilin Qifeng Chemical Fiber Co., Ltd.",http://www.qifengfiber.com/
550,Recruit Holdings Limited,http://www.recruitonline.com
551,Yue Yuen Industrial (Holdings) Limited,http://www.yueyuen.com
552,China Communications Services Corporation Limited,http://www.chinaccs.com.hk
553,Nanjing Panda Electronics Company Limited,http://www.panda.cn
554,Hans Energy Company Limited,http://www.hansenergy.com
555,REXLot Holdings Limited,http://finance.thestandard.com.hk/en/0555rexlot
556,Pan Asia Environmental Protection Group Limited,http://www.paep.com.cn
557,City e-Solutions Limited,http://finance.thestandard.com.hk/en/0557cityesolutions
558,L.K. Technology Holdings Limited,http://www.lktechnology.com
559,Hua Yi Copper Holdings Limited,http://www.huayicopper.com
560,Chu Kong Shipping Development Company Limited,http://www.cksd.com
563,Shanghai Industrial Urban Development Group Limited,http://www.siud.com 
565,Art Textile Technology International Company Limited,http://arttextile.etnet.com.hk
566,Apollo Solar Energy Technology Holdings Limited,http://www.apollosolar.com.hk
567,Daisho Microline Holdings Limited,http://www.irasia.com/listco/hk/daisho
568,Shandong Molong Petroleum Machinery Company Limited,http://www.molonggroup.com
569,China Automation Group Limited,http://www.cag.com.hk
570,Winteam Pharmaceutical Group Limited,http://www.winteamgroup.com 
571,eSun Holdings Limited,http://www.laisun.com
572,China Packaging Group Co. Limited,http://www.cpackaging.com.hk
573,Tao Heung Holdings Limited,http://www.taoheung.com.hk
575,Regent Pacific Group Limited,http://www.regentpac.com
576,"Zhejiang Expressway Co., Ltd.",http://www.zjec.com.cn
577,Paul Y. Engineering Group Limited,http://www.pyengineering.com
578,China CBM Group Limited,http://www.irasia.com/listco/hk/ccbmg
580,Sun.King Power Electronics Group Limited,http://www.speg.hk
581,China Oriental Group Company Limited,http://www.chinaorientalgroup.com
582,Greenfield Chemical Holdings Limited,http://www.gch.hk
583,SCMP Group Limited,http://www.scmpgroup.com
585,Imagi International Holdings Limited,http://www.imagi.com.hk
587,Hua Han Bio-Pharmaceutical Holdings Limited,http://www.huahanbp.com.hk
588,Beijing North Star Company Limited,http://www.beijingns.com.cn
589,Ports Design Limited,http://www.portsdesign.com
590,Luk Fook Holdings (International) Limited,http://www.lukfook.com.hk
591,China High Precision Automation Group Limited,http://www.chpag.net
592,Bossini International Holdings Limited,http://www.bossini.com
593,Allied Overseas Limited,http://www.alliedoverseas.com.hk 
595,AV Concept Holdings Limited,http://www.avconcept.com
596,Inspur International Limited,http://www.inspur.com.hk
597,China Resources Microelectronics Limited,http://www.crmicro.com
598,Sinotrans Limited,http://www.sinotrans.com
599,E. Bon Holdings Limited,http://www.ebon.com.hk
600,China Infrastructure Investment Limited,http://www.china-infrastructure.com
601,Group Sense (International) Limited,http://www.gsl.com.hk
602,Jiahua Stores Holdings Limited,http://www.szbjh.com
603,China Oil And Gas Group Limited,http://www.hk603.com
604,Shenzhen Investment Limited,http://www.shenzheninvestment.com
605,K.P.I. Company Limited,http://www.kpi.com.hk
606,China Agri-Industries Holdings Limited,http://www.chinaagri.com
607,Warderly International Holdings Limited,http://www.todayir.com/e/showcases_details.php?code=607
608,High Fashion International Limited,http://www.highfashion.com.hk
609,Tiande Chemical Holdings Limited,http://tdchem.hi2000.com
610,Wai Kee Holdings Limited,http://www.waikee.com
611,Tack Hsin Holdings Limited,http://tackhsin.etnet.com.hk
612,China Investment Fund Company Limited,http://www.irasia.com/listco/hk/cif/
613,Yugang International Limited,http://www.yugang.com.hk
616,Easyknit Enterprises Holdings Limited,http://www.easyknitenterp.com
617,Paliburg Holdings Limited,http://www.paliburg.com.hk
618,EC-Founder (Holdings) Company Limited,http://www.irasia.com/listco/hk/ecfounder/index.htm
619,South China Financial Holdings Limited,http://www.sctrade.com
620,UDL Holdings Limited,http://www.udl.com.hk
621,Wing Hing International (Holdings) Limited,http://www.whih.com.hk/news.php
622,Enerchina Holdings Limited,http://www.enerchina.com.hk
623,SinoMedia Holding Limited,http://www.sinomedia.com.hk
625,RREEF China Commercial Trust,http://www.rreefchinatrust.com/
626,Public Financial Holdings Limited,http://www.publicfinancial.com.hk 
627,U-RIGHT International Holdings Limited,http://www.uright-627.info
628,Dore Holdings Limited,http://www.dore-holdings.com.hk 
629,Yue Da Mining Holdings Limited,http://www.yueda.com.hk
630,Jackin International Holdings Limited,http://www.jackin.com
631,Sany Heavy Equipment International Holdings Company Limited,http://www.sanyhe.com
632,Pearl Oriental Innovation Limited,http://www.pearloriental.com
633,China All Access (Holdings) Limited,http://www.chinaallaccess.com
635,Playmates Holdings Limited,http://www.playmates.net
636,Fubon Bank (Hong Kong) Limited,http://www.fubonbank.com.hk
637,Lee Kee Holdings Limited,http://www.leekeegroup.com
638,Kin Yat Holdings Limited,http://www.kinyat.com
639,Shougang Fushan Resources Group Limited,http://www.shougang-resources.com.hk
640,Infinity Chemical Holdings Company Ltd.,http://www.infinitychemical.com
641,Fong's Industries Company Limited,http://www.fongs.com
642,Paladin Ltd. - Convertible Redeemable Preference Shares,http://www.paladinlimited.com
643,Carry Wealth Holdings Limited,http://www.carrywealth.com
645,KTP Holdings Limited,http://www.ktpgroup.com
646,China Environmental Technology Holdings Limited,http://www.cethl.com
647,Joyce Boutique Holdings Limited,http://www.irasia.com/listco/hk/joyce/index.htm
648,China Renji Medical Group Limited,http://www.softbank.com.hk
650,Shun Cheong Holdings Limited,http://www.irasia.com/listco/hk/shuncheong
651,China Ocean Shipbuilding Industry Group Limited,http://www.wonsonintl.com
653,Bonjour Holdings Limited,http://www.bonjourhk.com/tc/main.aspx
655,Hongkong Chinese Limited,http://www.hkchinese.com.hk
656,Fosun International Limited,http://www.fosun-international.com
657,G-Vision International (Holdings) Limited,http://www.g-vision.com.hk
658,"China High Speed Transmission Equipment Group Co., Ltd.",http://www.chste.com
659,NWS Holdings Limited,http://www.nws.com.hk
660,Wai Chun Mining Industry Group Co. Limited,http://www.0660.hk
661,China Daye Non-Ferrous Metals Mining Ltd.,http://www.hk661.com
662,Asia Financial Holdings Limited,http://www.afh.hk
663,King Stone Energy Group Limited,http://www.663hk.com
665,Haitong International Securities Group Limited,http://www.htisec.com 
666,SHK Hong Kong Industries Ltd,http://www.ymi.com.hk
667,HannStar Board International Holdings Limited,http://www.hannstarboard.com
